Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion
64,Male,171,82,Lightly Active,Omnivore,2663,Smoothie with protein powder,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Fruit and nut mix
55,Male,186,75,Sedentary,Omnivore,1971,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Fruit and nut mix
55,Male,163,86,Sedentary,Omnivore,1930,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix
51,Male,165,88,Extremely Active,Vegetarian,2656,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Banana with peanut butter
32,Female,163,80,Extremely Active,Omnivore,3345,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Apple with almond butter
34,Male,195,83,Lightly Active,Vegan,3090,Smoothie with protein powder,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Apple with almond butter
54,Male,187,85,Moderately Active,Vegan,3218,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Greek yogurt with fruit
49,Female,170,54,Sedentary,Omnivore,1435,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Fruit and nut mix
29,Male,200,87,Moderately Active,Vegan,2569,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Greek yogurt with fruit
70,Male,193,68,Lightly Active,Vegan,2619,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter
19,Female,189,59,Lightly Active,Vegan,2083,Tofu scramble with veggies,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit
31,Male,183,94,Sedentary,Vegan,2320,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Lentil and vegetable curry,Greek yogurt with fruit
32,Female,156,59,Very Active,Omnivore,2145,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Banana with peanut butter
22,Male,196,58,Moderately Active,Omnivore,2135,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Greek yogurt with fruit
54,Female,189,50,Lightly Active,Omnivore,1219,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix
33,Male,168,62,Sedentary,Omnivore,1812,Smoothie with protein powder,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Apple with almond butter
23,Female,187,73,Lightly Active,Omnivore,2231,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Fruit and nut mix
57,Male,200,66,Moderately Active,Vegetarian,2526,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Apple with almond butter
55,Male,175,87,Very Active,Omnivore,3421,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Trail mix
19,Male,151,54,Lightly Active,Vegan,1416,Tofu scramble with veggies,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix
63,Female,153,55,Extremely Active,Vegan,2457,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix
38,Female,193,100,Lightly Active,Vegan,2550,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Greek yogurt with fruit
25,Male,166,75,Moderately Active,Vegetarian,2084,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Apple with almond butter
38,Male,151,97,Moderately Active,Vegetarian,2179,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Fruit and nut mix
45,Male,179,100,Extremely Active,Omnivore,3607,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Greek yogurt with fruit
22,Female,200,60,Moderately Active,Omnivore,1947,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Banana with peanut butter
67,Female,195,68,Sedentary,Vegetarian,1683,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Apple with almond butter
31,Male,161,84,Extremely Active,Omnivore,2722,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Trail mix
35,Female,157,50,Sedentary,Omnivore,1200,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Banana with peanut butter
40,Female,199,93,Lightly Active,Omnivore,1992,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Greek yogurt with fruit
61,Female,172,84,Lightly Active,Vegan,2492,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Greek yogurt with fruit
42,Male,162,59,Moderately Active,Omnivore,2166,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Fruit and nut mix
54,Female,184,75,Very Active,Vegan,3034,Smoothie with protein powder,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Banana with peanut butter
54,Male,193,54,Lightly Active,Vegan,1536,Tofu scramble with veggies,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix
47,Female,169,63,Very Active,Vegan,1725,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Fruit and nut mix
27,Female,175,58,Very Active,Omnivore,1876,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Apple with almond butter
20,Male,180,63,Lightly Active,Vegan,2782,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Lentil and vegetable curry,Banana with peanut butter
21,Female,160,95,Lightly Active,Omnivore,2815,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit
32,Female,166,74,Extremely Active,Vegetarian,3267,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit
49,Male,172,70,Very Active,Vegetarian,2647,Tofu scramble with veggies,Lentil soup with whole wheat bread,Turkey chili with brown rice,Trail mix
64,Male,181,83,Moderately Active,Omnivore,2551,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Trail mix
38,Female,182,53,Sedentary,Omnivore,1200,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Trail mix
18,Female,152,56,Moderately Active,Vegetarian,1951,Smoothie with protein powder,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Trail mix
56,Female,163,81,Lightly Active,Vegan,1908,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Fruit and nut mix
67,Male,167,85,Sedentary,Omnivore,2376,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix
39,Female,153,51,Extremely Active,Vegan,2109,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Trail mix
66,Male,178,69,Sedentary,Omnivore,1273,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Apple with almond butter
24,Male,176,88,Sedentary,Omnivore,1738,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Banana with peanut butter
34,Male,195,50,Extremely Active,Vegan,3452,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Lentil and vegetable curry,Greek yogurt with fruit
43,Female,158,74,Extremely Active,Vegan,2067,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit
21,Female,153,56,Sedentary,Omnivore,1200,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Fruit and nut mix
28,Male,196,94,Extremely Active,Vegan,3857,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Turkey chili with brown rice,Greek yogurt with fruit
41,Female,180,67,Lightly Active,Omnivore,1464,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Greek yogurt with fruit
33,Female,165,58,Extremely Active,Omnivore,2441,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Greek yogurt with fruit
62,Male,198,67,Very Active,Vegan,3264,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Turkey chili with brown rice,Trail mix
46,Male,196,73,Very Active,Vegan,2484,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Apple with almond butter
23,Female,176,89,Moderately Active,Vegetarian,3156,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Fruit and nut mix
65,Male,156,67,Moderately Active,Vegan,2553,Tofu scramble with veggies,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Fruit and nut mix
34,Male,191,74,Lightly Active,Vegetarian,2932,Tofu scramble with veggies,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Greek yogurt with fruit
55,Male,162,92,Moderately Active,Omnivore,3076,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix
35,Female,164,78,Very Active,Vegan,2534,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Trail mix
19,Male,162,52,Extremely Active,Omnivore,3240,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Apple with almond butter
32,Male,194,62,Lightly Active,Omnivore,1806,Smoothie with protein powder,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit
34,Female,188,90,Moderately Active,Vegetarian,3203,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Apple with almond butter
40,Female,156,68,Extremely Active,Vegan,2458,Smoothie with protein powder,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Fruit and nut mix
27,Male,159,75,Lightly Active,Omnivore,2218,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter
60,Male,154,85,Lightly Active,Omnivore,2086,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter
25,Male,167,95,Very Active,Omnivore,2732,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix
21,Female,195,84,Moderately Active,Omnivore,2278,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Banana with peanut butter
52,Female,165,91,Extremely Active,Vegetarian,2388,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix
46,Male,188,93,Very Active,Omnivore,3743,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit
36,Female,193,95,Moderately Active,Vegetarian,2813,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Fruit and nut mix
62,Female,163,63,Extremely Active,Vegan,2237,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix
64,Female,158,95,Very Active,Vegetarian,2012,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Greek yogurt with fruit
46,Female,199,75,Extremely Active,Vegetarian,3545,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix
59,Male,162,99,Sedentary,Vegetarian,2055,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Apple with almond butter
23,Female,184,100,Moderately Active,Omnivore,2904,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Lentil and vegetable curry,Fruit and nut mix
56,Male,177,99,Extremely Active,Omnivore,2960,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit
18,Male,163,61,Sedentary,Vegan,1852,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nut mix
56,Female,157,100,Very Active,Vegetarian,3156,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Fruit and nut mix
62,Male,186,86,Extremely Active,Omnivore,3263,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Fruit and nut mix
27,Male,179,72,Moderately Active,Vegan,2148,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Apple with almond butter
33,Male,200,80,Lightly Active,Vegan,2598,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Fruit and nut mix
50,Female,197,73,Extremely Active,Vegetarian,2445,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Fruit and nut mix
34,Female,162,61,Extremely Active,Vegetarian,2953,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Greek yogurt with fruit
21,Male,159,94,Very Active,Vegan,2663,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Trail mix
43,Female,187,84,Lightly Active,Vegetarian,2745,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Trail mix
42,Female,200,74,Sedentary,Vegetarian,2442,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix
22,Male,194,100,Extremely Active,Vegetarian,3504,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Fruit and nut mix
36,Female,163,51,Moderately Active,Omnivore,1341,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit
58,Female,154,72,Lightly Active,Vegetarian,1200,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit
52,Female,184,94,Lightly Active,Vegan,2294,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit
30,Female,162,60,Extremely Active,Vegan,2472,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Trail mix
